"site","sanitation.fellingA","sanitation.fellingB","nhost","ncut1","ncut2","nadj","nnlp","ndam"
"site E",25,25,201,64,3,7,194,10
"site E",25,25,208,67,3,7,201,10
"site E",25,25,211,68,3,7,204,10
"site E",25,25,199,65,3,7,192,10
"site E",25,25,202,64,3,8,194,11
"site E",25,25,205,67,2,5,200,7
"site E",25,25,207,68,2,7,200,9
"site E",25,25,198,63,3,8,190,11
"site E",25,25,205,67,2,7,198,9
"site E",25,25,200,65,3,7,193,10
"site E",25,25,202,66,2,7,195,9
"site E",25,25,198,64,3,7,191,10
"site E",25,25,201,66,2,6,195,8
"site E",25,50,202,66,5,5,197,10
"site E",25,50,200,66,5,5,195,10
"site E",25,50,196,64,5,4,192,9
"site E",25,50,198,65,5,4,194,9
"site E",25,50,200,65,5,5,195,10
"site E",25,50,204,66,6,5,199,11
"site E",25,50,202,66,6,4,198,10
"site E",25,50,208,68,5,5,203,10
"site E",25,50,203,66,5,4,199,9
"site E",25,50,207,68,4,4,203,8
"site E",25,50,200,66,6,5,195,11
"site E",25,50,205,67,5,5,200,10
"site E",25,50,205,67,4,4,201,8
"site E",25,50,198,64,5,5,193,10
"site E",25,50,201,66,5,5,196,10
"site E",25,50,203,67,5,5,198,10
"site E",25,50,202,66,5,5,197,10
"site E",25,50,207,67,5,4,203,9
"site E",25,50,202,66,5,5,197,10
"site E",25,50,202,66,5,5,197,10
"site E",25,50,201,66,5,4,197,9
"site E",25,50,204,67,5,5,199,10
"site E",25,50,199,65,5,5,194,10
"site E",25,50,203,66,6,5,198,11
"site E",25,50,205,67,6,5,200,11
"site E",25,50,204,67,5,5,199,10
"site E",25,50,197,64,5,5,192,10
"site E",25,50,207,67,5,5,202,10
"site E",25,50,203,66,6,5,198,11
"site E",25,50,195,64,4,3,192,7
"site E",25,50,200,66,6,5,195,11
"site E",25,50,214,70,6,6,208,12
"site E",25,50,203,66,5,5,198,10
"site E",25,50,198,64,5,4,194,9
"site E",25,50,199,66,6,5,194,11
"site E",25,50,196,65,6,4,192,10
"site E",25,50,192,62,5,5,187,10
"site E",25,50,207,68,6,5,202,11
"site E",25,50,202,66,5,4,198,9
"site E",25,50,199,66,5,5,194,10
"site E",25,75,195,65,7,2,193,9
"site E",25,75,200,66,7,2,198,9
"site E",25,75,189,62,9,2,187,11
"site E",25,75,203,67,8,2,201,10
"site E",25,75,201,66,8,2,199,10
"site E",25,75,192,65,5,1,191,6
"site E",25,75,193,65,8,2,191,10
"site E",25,75,193,64,6,2,191,8
"site E",25,75,196,65,8,2,194,10
"site E",25,75,191,63,8,2,189,10
"site E",25,75,195,64,8,3,192,11
"site E",25,75,202,67,9,3,199,12
"site E",25,75,196,66,6,2,194,8
"site E",25,75,195,65,6,2,193,8
"site E",25,75,196,66,8,2,194,10
"site E",25,75,195,65,8,2,193,10
"site E",25,75,197,65,8,2,195,10
"site E",25,75,194,64,8,2,192,10
"site E",25,75,198,65,7,2,196,9
"site E",25,75,197,65,8,2,195,10
"site E",25,75,186,62,8,2,184,10
"site E",25,75,208,69,9,2,206,11
"site E",25,75,197,65,8,2,195,10
"site E",25,75,201,67,7,2,199,9
"site E",25,75,197,66,5,2,195,7
"site E",25,75,190,63,7,2,188,9
"site E",25,75,197,65,8,3,194,11
"site E",25,75,195,65,8,2,193,10
"site E",25,75,198,65,7,2,196,9
"site E",25,75,196,65,8,2,194,10
"site E",25,75,196,65,8,2,194,10
"site E",25,75,192,64,9,2,190,11
"site E",25,75,201,66,8,2,199,10
"site E",25,75,202,67,8,3,199,11
"site E",25,75,201,67,8,2,199,10
"site E",25,75,196,65,7,2,194,9
"site E",25,75,197,65,6,2,195,8
"site E",25,75,199,66,8,2,197,10
"site E",25,75,204,68,8,2,202,10
"site E",25,75,205,68,8,2,203,10
"site E",25,100,189,64,11,0,189,11
"site E",25,100,200,66,11,0,200,11
"site E",25,100,194,64,10,0,194,10
"site E",25,100,197,66,8,0,197,8
"site E",25,100,194,65,11,0,194,11
"site E",25,100,208,70,8,0,208,8
"site E",25,100,193,64,10,0,193,10
"site E",25,100,199,66,8,0,199,8
"site E",25,100,199,67,9,0,199,9
"site E",25,100,198,66,8,0,198,8
"site E",25,100,196,65,10,0,196,10
"site E",25,100,188,63,10,0,188,10
"site E",25,100,196,66,12,0,196,12
"site E",25,100,200,67,7,0,200,7
"site E",25,100,202,67,8,0,202,8
"site E",25,100,193,65,9,0,193,9
"site E",25,100,190,64,9,0,190,9
"site E",25,100,192,64,12,0,192,12
"site E",25,100,197,66,8,0,197,8
"site E",25,100,199,67,7,0,199,7
"site E",25,100,195,66,10,0,195,10
"site E",25,100,194,65,11,0,194,11
"site E",25,100,202,67,9,0,202,9
"site E",25,100,194,65,9,0,194,9
"site E",25,100,200,67,11,0,200,11
"site E",25,100,188,64,10,0,188,10
"site E",25,100,191,65,9,0,191,9
"site E",25,100,195,66,8,0,195,8
"site E",25,100,194,65,9,0,194,9
"site E",25,100,196,66,10,0,196,10
"site E",25,100,202,68,10,0,202,10
"site E",25,100,191,65,7,0,191,7
"site E",25,100,190,64,9,0,190,9
"site E",25,100,197,66,10,0,197,10
"site E",25,100,194,66,9,0,194,9
"site E",25,100,201,67,11,0,201,11
"site E",25,100,196,65,12,0,196,12
"site E",25,100,196,65,9,0,196,9
"site E",25,100,193,65,8,0,193,8
"site E",25,100,191,65,11,0,191,11
"site E",50,0,110,109,0,2,108,2
"site E",50,0,105,106,0,0,105,0
"site E",50,0,107,105,0,3,104,3
"site E",50,0,106,108,0,0,106,0
"site E",50,0,105,105,0,0,105,0
"site E",50,0,108,106,0,4,104,4
"site E",50,0,109,109,0,1,108,1
"site E",50,0,107,107,0,1,106,1
"site E",50,0,111,108,0,4,107,4
"site E",50,0,112,107,0,5,107,5
"site E",50,0,110,109,0,2,108,2
"site E",50,0,109,105,0,5,104,5
"site E",50,0,111,111,0,1,110,1
"site E",50,0,107,104,0,3,104,3
"site E",50,0,109,108,0,3,106,3
"site E",50,0,109,107,0,4,105,4
"site E",50,0,112,109,0,4,108,4
"site E",50,0,110,108,0,4,106,4
"site E",50,0,101,102,0,0,101,0
"site E",50,0,106,104,0,3,103,3
"site E",50,0,110,108,0,3,107,3
"site E",50,0,107,104,0,3,104,3
"site E",50,0,103,104,0,1,102,1
"site E",50,0,111,107,0,4,107,4
"site E",50,0,112,106,0,6,106,6
"site E",50,0,109,108,0,2,107,2
"site E",50,0,107,104,0,5,102,5
"site E",50,0,99,99,0,2,97,2
"site E",50,0,107,106,0,2,105,2
"site E",50,0,109,107,0,3,106,3
"site E",50,0,110,108,0,3,107,3
"site E",50,0,111,109,0,4,107,4
"site E",50,0,107,104,0,3,104,3
"site E",50,0,106,103,0,3,103,3
"site E",50,0,106,105,0,3,103,3
"site E",50,0,112,109,0,3,109,3
"site E",50,0,107,104,0,4,103,4
"site E",50,0,107,103,0,6,101,6
"site E",50,0,114,110,0,5,109,5
"site E",50,0,108,107,0,3,105,3
"site E",50,25,109,109,1,1,108,2
"site E",50,25,108,106,1,3,105,4
"site E",50,25,111,110,1,1,110,2
"site E",50,25,107,105,1,3,104,4
"site E",50,25,108,107,1,3,105,4
"site E",50,25,107,106,1,2,105,3
"site E",50,25,108,107,1,2,106,3
"site E",50,25,109,108,1,2,107,3
"site E",50,25,110,108,1,4,106,5
"site E",50,25,107,105,1,3,104,4
"site E",50,25,111,108,1,3,108,4
"site E",50,25,110,106,1,4,106,5
"site E",50,25,109,105,1,4,105,5
"site E",50,25,110,107,1,3,107,4
"site E",50,25,105,103,1,3,102,4
"site E",50,25,111,110,1,3,108,4
"site E",50,25,107,105,1,3,104,4
"site E",50,25,108,107,1,2,106,3
"site E",50,25,109,106,1,3,106,4
"site E",50,25,106,105,1,2,104,3
"site E",50,25,110,107,1,3,107,4
"site E",50,25,103,102,1,2,101,3
"site E",50,25,107,104,1,3,104,4
"site E",50,25,110,106,1,4,106,5
"site E",50,25,107,104,1,4,103,5
"site E",50,25,109,108,1,1,108,2
"site E",50,25,111,108,1,3,108,4
"site E",50,25,115,111,1,5,110,6
"site E",50,25,106,104,1,3,103,4
"site E",50,25,108,105,1,3,105,4
"site E",50,25,108,105,1,3,105,4
"site E",50,25,107,107,1,2,105,3
"site E",50,25,108,107,1,3,105,4
"site E",50,25,108,107,1,3,105,4
"site E",50,25,107,105,1,3,104,4
"site E",50,25,112,109,1,5,107,6
"site E",50,25,105,104,1,3,102,4
"site E",50,25,103,103,0,0,103,0
"site E",50,25,113,109,1,5,108,6
"site E",50,25,108,108,1,1,107,2
"site E",50,50,112,111,3,1,111,4
"site E",50,50,107,105,2,2,105,4
"site E",50,50,108,107,2,2,106,4
"site E",50,50,108,108,2,2,106,4
"site E",50,50,106,104,3,2,104,5
"site E",50,50,103,104,2,0,103,2
"site E",50,50,107,106,3,2,105,5
"site E",50,50,109,108,2,2,107,4
"site E",50,50,112,110,2,2,110,4
"site E",50,50,107,107,2,1,106,3
"site E",50,50,105,106,1,1,104,2
"site E",50,50,110,110,2,2,108,4
"site E",50,50,107,108,0,0,107,0
"site E",50,50,104,104,2,1,103,3
"site E",50,50,108,107,2,2,106,4
"site E",50,50,110,109,2,2,108,4
"site E",50,50,106,107,0,0,106,0
"site E",50,50,110,110,2,1,109,3
"site E",50,50,109,109,2,2,107,4
"site E",50,50,107,108,2,1,106,3
"site E",50,50,107,107,2,1,106,3
"site E",50,50,106,107,1,0,106,1
"site E",50,50,108,108,1,1,107,2
"site E",50,50,109,108,2,2,107,4
"site E",50,50,104,105,1,0,104,1
"site E",50,50,109,107,2,2,107,4
"site E",50,50,107,105,2,2,105,4
"site E",50,50,111,110,2,2,109,4
"site E",50,50,110,110,2,1,109,3
"site E",50,50,108,108,2,2,106,4
"site E",50,50,109,109,3,2,107,5
"site E",50,50,107,108,1,1,106,2
"site E",50,50,111,109,2,2,109,4
"site E",50,50,105,104,3,2,103,5
"site E",50,50,110,111,2,1,109,3
"site E",50,50,105,106,2,1,104,3
"site E",50,50,106,106,2,2,104,4
"site E",50,50,106,106,2,1,105,3
"site E",50,50,108,107,2,2,106,4
"site E",50,50,101,102,0,0,101,0
"site E",50,75,109,109,1,0,109,1
"site E",50,75,108,107,3,1,107,4
"site E",50,75,108,108,1,0,108,1
"site E",50,75,108,109,4,1,107,5
"site E",50,75,107,108,2,1,106,3
"site E",50,75,109,108,4,1,108,5
"site E",50,75,108,108,2,0,108,2
"site E",50,75,106,107,1,0,106,1
"site E",50,75,111,110,3,1,110,4
"site E",50,75,108,108,4,1,107,5
"site E",50,75,108,108,3,1,107,4
"site E",50,75,107,108,0,0,107,0
"site E",50,75,106,107,2,1,105,3
"site E",50,75,105,107,3,0,105,3
"site E",50,75,103,104,3,0,103,3
"site E",50,75,107,106,3,1,106,4
"site E",50,75,107,107,3,1,106,4
"site E",50,75,107,106,3,1,106,4
"site E",50,75,110,110,2,1,109,3
"site E",50,75,108,109,2,0,108,2
"site E",50,75,102,104,0,0,102,0
"site E",50,75,105,106,2,1,104,3
"site E",50,75,110,110,4,1,109,5
"site E",50,75,103,104,2,1,102,3
"site E",50,75,106,106,3,1,105,4
"site E",50,75,110,110,2,0,110,2
"site E",50,75,109,109,3,1,108,4
"site E",50,75,107,107,2,0,107,2
"site E",50,75,103,104,2,0,103,2
"site E",50,75,107,107,4,1,106,5
"site E",50,75,105,106,4,1,104,5
"site E",50,75,107,107,3,1,106,4
"site E",50,75,106,106,3,1,105,4
"site E",50,75,105,106,1,0,105,1
"site E",50,75,105,105,3,1,104,4
"site E",50,75,107,107,2,1,106,3
"site E",50,75,107,107,3,1,106,4
"site E",50,75,104,105,2,0,104,2
"site E",50,75,114,113,3,1,113,4
"site E",50,75,108,107,2,1,107,3
"site E",50,100,108,109,3,0,108,3
"site E",50,100,106,106,4,0,106,4
"site E",50,100,105,106,3,0,105,3
"site E",50,100,106,106,4,0,106,4
"site E",50,100,105,105,3,0,105,3
"site E",50,100,109,110,5,0,109,5
"site E",50,100,105,107,2,0,105,2
"site E",50,100,108,109,2,0,108,2
"site E",50,100,105,105,2,0,105,2
"site E",50,100,107,109,3,0,107,3
"site E",50,100,105,107,3,0,105,3
"site E",50,100,108,109,3,0,108,3
"site E",50,100,102,103,5,0,102,5
"site E",50,100,104,105,3,0,104,3
"site E",50,100,105,107,3,0,105,3
"site E",50,100,103,104,4,0,103,4
"site E",50,100,104,106,1,0,104,1
"site E",50,100,105,107,3,0,105,3
"site E",50,100,106,107,4,0,106,4
"site E",50,100,107,107,4,0,107,4
"site E",50,100,108,110,0,0,108,0
"site E",50,100,104,106,4,0,104,4
"site E",50,100,101,103,2,0,101,2
"site E",50,100,106,108,3,0,106,3
"site E",50,100,105,106,4,0,105,4
"site E",50,100,106,106,5,0,106,5
"site E",50,100,104,106,1,0,104,1
"site E",50,100,106,107,2,0,106,2
"site E",50,100,109,110,4,0,109,4
"site E",50,100,104,105,2,0,104,2
"site E",50,100,105,106,0,0,105,0
"site E",50,100,105,106,2,0,105,2
"site E",50,100,106,107,1,0,106,1
"site E",50,100,103,104,3,0,103,3
"site E",50,100,105,106,2,0,105,2
"site E",50,100,106,107,1,0,106,1
"site E",50,100,108,108,4,0,108,4
"site E",50,100,108,109,3,0,108,3
"site E",50,100,103,105,2,0,103,2
"site E",50,100,105,106,4,0,105,4
"site E",75,0,40,124,0,0,40,0
"site E",75,0,41,122,0,0,41,0
"site E",75,0,39,120,0,0,39,0
"site E",75,0,41,125,0,0,41,0
"site E",75,0,40,121,0,0,40,0
"site E",75,0,39,119,0,0,39,0
"site E",75,0,41,125,0,0,41,0
"site E",75,0,41,122,0,0,41,0
"site E",75,0,41,126,0,0,41,0
"site E",75,0,44,131,0,1,43,1
"site E",75,0,41,121,0,1,40,1
"site E",75,0,40,121,0,0,40,0
"site E",75,0,40,121,0,1,39,1
"site E",75,0,39,120,0,0,39,0
"site E",75,0,41,124,0,0,41,0
"site E",75,0,41,121,0,0,41,0
"site E",75,0,41,125,0,0,41,0
"site E",75,0,41,124,0,0,41,0
"site E",75,0,41,121,0,0,41,0
"site E",75,0,41,121,0,0,41,0
"site E",75,0,42,124,0,0,42,0
"site E",75,0,40,120,0,0,40,0
"site E",75,0,40,122,0,0,40,0
"site E",75,0,39,121,0,0,39,0
"site E",75,0,42,125,0,0,42,0
"site E",75,0,40,121,0,0,40,0
"site E",75,0,41,123,0,0,41,0
"site E",75,0,40,124,0,0,40,0
"site E",75,0,41,121,0,0,41,0
"site E",75,0,40,123,0,0,40,0
"site E",75,0,41,122,0,0,41,0
"site E",75,0,41,124,0,0,41,0
"site E",75,0,41,122,0,0,41,0
"site E",75,0,39,121,0,0,39,0
"site E",75,0,41,121,0,0,41,0
"site E",75,0,40,123,0,0,40,0
"site E",75,0,42,129,0,0,42,0
"site E",75,0,41,125,0,0,41,0
"site E",75,0,42,124,0,0,42,0
"site E",75,0,41,126,0,0,41,0
"site E",75,25,42,126,0,0,42,0
"site E",75,25,41,124,0,0,41,0
"site E",75,25,40,124,0,0,40,0
"site E",75,25,38,118,0,0,38,0
"site E",75,25,40,122,0,0,40,0
"site E",75,25,42,128,0,0,42,0
"site E",75,25,42,126,0,0,42,0
"site E",75,25,40,121,0,0,40,0
"site E",75,25,41,123,0,0,41,0
"site E",75,25,40,123,0,0,40,0
"site E",75,25,39,120,0,0,39,0
"site E",75,25,40,124,0,0,40,0
"site E",75,25,42,126,0,0,42,0
"site E",75,25,39,119,0,0,39,0
"site E",75,25,42,127,0,0,42,0
"site E",75,25,41,124,0,0,41,0
"site E",75,25,41,125,0,0,41,0
"site E",75,25,42,124,0,0,42,0
"site E",75,25,41,126,0,0,41,0
"site E",75,25,40,122,0,0,40,0
"site E",75,25,41,124,0,0,41,0
"site E",75,25,41,123,0,0,41,0
"site E",75,25,39,120,0,0,39,0
"site E",75,25,42,126,0,0,42,0
"site E",75,25,40,122,0,0,40,0
"site E",75,25,39,119,0,0,39,0
"site E",75,25,40,118,0,1,39,1
"site E",75,25,42,124,0,0,42,0
"site E",75,25,42,126,0,0,42,0
"site E",75,25,41,119,0,1,40,1
"site E",75,25,40,122,0,0,40,0
"site E",75,25,39,117,0,0,39,0
"site E",75,25,41,125,0,0,41,0
"site E",75,25,42,128,0,0,42,0
"site E",75,25,40,120,0,0,40,0
"site E",75,25,42,125,0,0,42,0
"site E",75,25,41,121,0,0,41,0
"site E",75,25,40,120,0,0,40,0
"site E",75,25,41,126,0,0,41,0
"site E",75,25,42,125,0,0,42,0
"site E",75,50,42,125,0,0,42,0
"site E",75,50,40,123,0,0,40,0
"site E",75,50,41,124,0,0,41,0
"site E",75,50,41,121,0,0,41,0
"site E",75,50,41,124,0,0,41,0
"site E",75,50,41,124,0,0,41,0
"site E",75,50,40,124,0,0,40,0
"site E",75,50,42,126,0,0,42,0
"site E",75,50,41,124,0,0,41,0
"site E",75,50,38,118,0,0,38,0
"site E",75,50,41,127,0,0,41,0
"site E",75,50,40,121,1,0,40,1
"site E",75,50,41,124,1,0,41,1
"site E",75,50,40,122,0,0,40,0
"site E",75,50,39,120,1,0,39,1
"site E",75,50,40,118,0,0,40,0
"site E",75,50,41,122,0,0,41,0
"site E",75,50,41,126,0,0,41,0
"site E",75,50,41,125,0,0,41,0
"site E",75,50,42,128,0,0,42,0
"site E",75,50,41,123,0,0,41,0
"site E",75,50,40,123,0,0,40,0
"site E",75,50,41,124,0,0,41,0
"site E",75,50,42,126,0,0,42,0
"site E",75,50,42,126,0,0,42,0
"site E",75,50,41,121,0,0,41,0
"site E",75,50,41,124,0,0,41,0
"site E",75,50,41,123,0,0,41,0
"site E",75,50,40,123,0,0,40,0
"site E",75,50,40,122,0,0,40,0
"site E",75,50,41,121,0,0,41,0
"site E",75,50,40,123,1,0,40,1
"site E",75,50,40,122,0,0,40,0
"site E",75,50,42,125,0,0,42,0
"site E",75,50,39,120,0,0,39,0
"site E",75,50,41,123,0,0,41,0
"site E",75,50,38,117,0,0,38,0
"site E",75,50,40,122,0,0,40,0
"site E",75,50,40,123,0,0,40,0
"site E",75,50,40,120,0,0,40,0
"site E",75,75,39,117,0,0,39,0
"site E",75,75,39,121,0,0,39,0
"site E",75,75,40,123,0,0,40,0
"site E",75,75,40,121,0,0,40,0
"site E",75,75,42,128,0,0,42,0
"site E",75,75,40,122,1,0,40,1
"site E",75,75,40,124,0,0,40,0
"site E",75,75,41,125,0,0,41,0
"site E",75,75,42,129,0,0,42,0
"site E",75,75,39,116,0,0,39,0
"site E",75,75,42,126,0,0,42,0
"site E",75,75,40,123,1,0,40,1
"site E",75,75,43,131,1,0,43,1
"site E",75,75,42,124,0,0,42,0
"site E",75,75,41,123,0,0,41,0
"site E",75,75,41,124,0,0,41,0
"site E",75,75,40,120,0,0,40,0
"site E",75,75,39,120,0,0,39,0
"site E",75,75,40,121,0,0,40,0
"site E",75,75,41,122,0,0,41,0
"site E",75,75,39,119,0,0,39,0
"site E",75,75,43,129,1,0,43,1
"site E",75,75,40,120,0,0,40,0
"site E",75,75,41,121,0,0,41,0
"site E",75,75,41,123,0,0,41,0
"site E",75,75,42,127,0,0,42,0
"site E",75,75,41,122,0,0,41,0
"site E",75,75,41,123,0,0,41,0
"site E",75,75,41,123,0,0,41,0
"site E",75,75,42,125,0,0,42,0
"site E",75,75,41,123,0,0,41,0
"site E",75,75,41,124,0,0,41,0
"site E",75,75,40,123,0,0,40,0
"site E",75,75,41,126,0,0,41,0
"site E",75,75,41,124,0,0,41,0
"site E",75,75,42,128,0,0,42,0
"site E",75,75,42,128,0,0,42,0
"site E",75,75,41,123,0,0,41,0
"site E",75,75,40,120,0,0,40,0
"site E",75,75,42,126,0,0,42,0
"site E",75,100,40,122,0,0,40,0
"site E",75,100,42,126,0,0,42,0
"site E",75,100,41,124,0,0,41,0
"site E",75,100,42,127,1,0,42,1
"site E",75,100,40,119,0,0,40,0
"site E",75,100,41,122,0,0,41,0
"site E",75,100,40,121,0,0,40,0
"site E",75,100,40,119,0,0,40,0
"site E",75,100,39,116,0,0,39,0
"site E",75,100,39,119,0,0,39,0
"site E",75,100,41,123,0,0,41,0
"site E",75,100,39,117,0,0,39,0
"site E",75,100,40,123,0,0,40,0
"site E",75,100,41,123,0,0,41,0
"site E",75,100,41,124,0,0,41,0
"site E",75,100,43,129,0,0,43,0
"site E",75,100,40,121,0,0,40,0
"site E",75,100,42,126,0,0,42,0
"site E",75,100,41,124,0,0,41,0
"site E",75,100,42,125,0,0,42,0
"site E",75,100,40,122,0,0,40,0
"site E",75,100,42,125,0,0,42,0
"site E",75,100,40,121,0,0,40,0
"site E",75,100,40,122,0,0,40,0
"site E",75,100,39,118,0,0,39,0
"site E",75,100,41,123,0,0,41,0
"site E",75,100,43,128,0,0,43,0
"site E",75,100,40,119,1,0,40,1
"site E",75,100,40,121,0,0,40,0
"site E",75,100,40,121,0,0,40,0
"site E",75,100,43,129,0,0,43,0
"site E",75,100,43,129,0,0,43,0
"site E",75,100,43,128,0,0,43,0
"site E",75,100,40,122,1,0,40,1
"site E",75,100,41,125,0,0,41,0
"site E",75,100,41,121,0,0,41,0
"site E",75,100,40,120,0,0,40,0
"site E",75,100,41,124,0,0,41,0
"site E",75,100,40,122,0,0,40,0
"site E",75,100,39,121,0,0,39,0
"site E",100,0,0,133,0,0,0,0
"site E",100,0,0,137,0,0,0,0
"site E",100,0,0,135,0,0,0,0
"site E",100,0,0,134,0,0,0,0
"site E",100,0,0,135,0,0,0,0
"site E",100,0,0,135,0,0,0,0
"site E",100,0,1,133,0,1,0,1
"site E",100,0,0,136,0,0,0,0
"site E",100,0,0,138,0,0,0,0
"site E",100,0,0,135,0,0,0,0
"site E",100,0,0,134,0,0,0,0
"site E",100,0,0,133,0,0,0,0
"site E",100,0,0,135,0,0,0,0
"site E",100,0,0,135,0,0,0,0
"site E",100,0,0,132,0,0,0,0
"site E",100,0,1,134,0,1,0,1
"site E",100,0,0,135,0,0,0,0
"site E",100,0,0,137,0,0,0,0
"site E",100,0,0,136,0,0,0,0
"site E",100,0,0,134,0,0,0,0
"site E",100,0,0,135,0,0,0,0
"site E",100,0,0,134,0,0,0,0
"site E",100,0,0,136,0,0,0,0
"site E",100,0,0,135,0,0,0,0
"site E",100,0,0,135,0,0,0,0
"site E",100,0,0,134,0,0,0,0
"site E",100,0,0,134,0,0,0,0
"site E",100,0,0,134,0,0,0,0
"site E",100,0,0,134,0,0,0,0
"site E",100,0,0,136,0,0,0,0
"site E",100,0,0,136,0,0,0,0
"site E",100,0,0,136,0,0,0,0
"site E",100,0,0,135,0,0,0,0
"site E",100,0,0,136,0,0,0,0
"site E",100,0,0,135,0,0,0,0
"site E",100,0,0,134,0,0,0,0
"site E",100,0,0,135,0,0,0,0
"site E",100,0,0,136,0,0,0,0
"site E",100,0,0,135,0,0,0,0
"site E",100,0,0,135,0,0,0,0
"site E",100,25,0,135,0,0,0,0
"site E",100,25,0,133,0,0,0,0
"site E",100,25,0,134,0,0,0,0
"site E",100,25,0,134,0,0,0,0
"site E",100,25,1,135,0,1,0,1
"site E",100,25,0,134,0,0,0,0
"site E",100,25,0,134,0,0,0,0
"site E",100,25,0,135,0,0,0,0
"site E",100,25,0,135,0,0,0,0
"site E",100,25,1,136,0,1,0,1
"site E",100,25,0,134,0,0,0,0
"site E",100,25,0,137,0,0,0,0
"site E",100,25,1,132,0,1,0,1
"site E",100,25,0,135,0,0,0,0
"site E",100,25,0,133,0,0,0,0
"site E",100,25,0,135,0,0,0,0
"site E",100,25,0,136,0,0,0,0
"site E",100,25,0,135,0,0,0,0
"site E",100,25,0,135,0,0,0,0
"site E",100,25,0,134,0,0,0,0
"site E",100,25,0,132,0,0,0,0
"site E",100,25,1,134,0,1,0,1
"site E",100,25,0,135,0,0,0,0
"site E",100,25,0,136,0,0,0,0
"site E",100,25,0,132,0,0,0,0
"site E",100,25,0,134,0,0,0,0
"site E",100,25,0,135,0,0,0,0
"site E",100,25,0,135,0,0,0,0
"site E",100,25,0,136,0,0,0,0
"site E",100,25,0,136,0,0,0,0
"site E",100,25,1,134,0,1,0,1
"site E",100,25,0,133,0,0,0,0
"site E",100,25,0,135,0,0,0,0
"site E",100,25,0,136,0,0,0,0
"site E",100,25,0,133,0,0,0,0
"site E",100,25,0,136,0,0,0,0
"site E",100,25,0,135,0,0,0,0
"site E",100,25,0,134,0,0,0,0
"site E",100,25,0,134,0,0,0,0
"site E",100,25,0,137,0,0,0,0
"site E",100,50,0,136,0,0,0,0
"site E",100,50,0,135,0,0,0,0
"site E",100,50,0,135,0,0,0,0
"site E",100,50,0,136,0,0,0,0
"site E",100,50,0,136,0,0,0,0
"site E",100,50,0,136,0,0,0,0
"site E",100,50,0,134,1,0,0,1
"site E",100,50,0,134,0,0,0,0
"site E",100,50,0,136,0,0,0,0
"site E",100,50,0,135,0,0,0,0
"site E",100,50,0,134,0,0,0,0
"site E",100,50,0,135,0,0,0,0
"site E",100,50,0,137,0,0,0,0
"site E",100,50,0,135,1,0,0,1
"site E",100,50,0,135,1,0,0,1
"site E",100,50,0,136,0,0,0,0
"site E",100,50,0,135,0,0,0,0
"site E",100,50,0,134,1,0,0,1
"site E",100,50,0,135,0,0,0,0
"site E",100,50,0,134,0,0,0,0
"site E",100,50,0,135,0,0,0,0
"site E",100,50,0,134,0,0,0,0
"site E",100,50,0,134,0,0,0,0
"site E",100,50,0,134,1,0,0,1
"site E",100,50,0,133,0,0,0,0
"site E",100,50,0,138,0,0,0,0
"site E",100,50,0,135,0,0,0,0
"site E",100,50,0,134,0,0,0,0
"site E",100,50,0,135,0,0,0,0
"site E",100,50,0,134,0,0,0,0
"site E",100,50,0,135,1,0,0,1
"site E",100,50,0,135,0,0,0,0
"site E",100,50,0,134,0,0,0,0
"site E",100,50,0,134,0,0,0,0
"site E",100,50,0,134,0,0,0,0
"site E",100,50,0,134,0,0,0,0
"site E",100,50,0,137,0,0,0,0
"site E",100,50,0,136,0,0,0,0
"site E",100,50,0,136,0,0,0,0
"site E",100,50,0,136,0,0,0,0
"site E",100,75,0,137,1,0,0,1
"site E",100,75,0,135,0,0,0,0
"site E",100,75,0,132,0,0,0,0
"site E",100,75,0,136,0,0,0,0
"site E",100,75,0,136,0,0,0,0
"site E",100,75,0,134,0,0,0,0
"site E",100,75,0,134,0,0,0,0
"site E",100,75,0,135,0,0,0,0
"site E",100,75,0,134,0,0,0,0
"site E",100,75,0,137,0,0,0,0
"site E",100,75,0,135,0,0,0,0
"site E",100,75,0,135,0,0,0,0
"site E",100,75,0,135,0,0,0,0
"site E",100,75,0,132,0,0,0,0
"site E",100,75,0,137,0,0,0,0
"site E",100,75,0,136,0,0,0,0
"site E",100,75,0,135,0,0,0,0
"site E",100,75,0,134,0,0,0,0
"site E",100,75,0,135,1,0,0,1
"site E",100,75,0,133,0,0,0,0
"site E",100,75,0,134,1,0,0,1
"site E",100,75,0,136,0,0,0,0
"site E",100,75,0,134,0,0,0,0
"site E",100,75,0,135,0,0,0,0
"site E",100,75,0,134,0,0,0,0
"site E",100,75,0,137,0,0,0,0
"site E",100,75,0,135,0,0,0,0
"site E",100,75,0,134,0,0,0,0
"site E",100,75,0,137,0,0,0,0
"site E",100,75,0,138,0,0,0,0
"site E",100,75,0,135,0,0,0,0
"site E",100,75,0,133,0,0,0,0
"site E",100,75,0,134,0,0,0,0
"site E",100,75,0,135,0,0,0,0
"site E",100,75,0,135,0,0,0,0
"site E",100,75,0,138,0,0,0,0
"site E",100,75,0,137,0,0,0,0
"site E",100,75,0,135,1,0,0,1
"site E",100,75,0,134,0,0,0,0
"site E",100,75,0,137,0,0,0,0
"site E",100,100,0,132,0,0,0,0
"site E",100,100,0,135,0,0,0,0
"site E",100,100,0,136,0,0,0,0
"site E",100,100,0,134,0,0,0,0
